,input,sensor_type,image_size,resolution_(DPI),nfiq1_quality,nfiq2_quality,minutiae_sourceafis,minutiae_mindtct_m1=0,minutiae_mindtct_m1=1,minutiae_fingerjet
243,_home_Analise_digitais_2004_DB4_18_18_6,synthetic fingerprint generation,288x384,500,1,34,38,65,65,65
244,_home_Analise_digitais_2004_DB3_36_36_2,thermal sweeping sensor Atmel,300x480,512,3,21,55,95,95,103
245,_home_Analise_digitais_2004_DB3_110_110_5,thermal sweeping sensor Atmel,300x480,512,3,41,77,116,116,152
246,_home_Analise_digitais_2004_DB2_54_54_1,optical sensor Digital Persona,328x364,500,2,25,36,51,51,55
247,_home_Analise_digitais_2004_DB2_103_103_3,optical sensor Digital Persona,328x364,500,1,46,40,45,45,57
248,_home_Analise_digitais_2004_DB1_52_52_5,optical sensor CrossMatch,640x480,500,1,37,40,60,60,74
249,_home_Analise_digitais_2004_DB1_79_79_7,optical sensor CrossMatch,640x480,500,1,51,50,69,69,77
250,_home_Analise_digitais_2004_DB2_32_32_4,optical sensor Digital Persona,328x364,500,2,42,38,54,54,46
251,_home_Analise_digitais_2004_DB4_17_17_1,synthetic fingerprint generation,288x384,500,1,34,49,70,70,94
252,_home_Analise_digitais_2004_DB1_53_53_7,optical sensor CrossMatch,640x480,500,1,38,43,65,65,73
253,_home_Analise_digitais_2004_DB1_106_106_5,optical sensor CrossMatch,640x480,500,2,51,19,35,35,24
254,_home_Analise_digitais_2004_DB3_68_68_3,thermal sweeping sensor Atmel,300x480,512,2,48,31,67,67,51
255,_home_Analise_digitais_2004_DB1_85_85_1,optical sensor CrossMatch,640x480,500,3,48,16,27,27,36
256,_home_Analise_digitais_2004_DB4_4_4_7,synthetic fingerprint generation,288x384,500,1,26,49,53,53,85
257,_home_Analise_digitais_2004_DB4_9_9_2,synthetic fingerprint generation,288x384,500,3,12,20,36,36,39
258,_home_Analise_digitais_2004_DB3_46_46_4,thermal sweeping sensor Atmel,300x480,512,1,31,45,63,63,50
259,_home_Analise_digitais_2004_DB1_46_46_5,optical sensor CrossMatch,640x480,500,1,64,44,68,68,58
260,_home_Analise_digitais_2004_DB3_52_52_3,thermal sweeping sensor Atmel,300x480,512,2,52,32,82,82,52
261,_home_Analise_digitais_2004_DB3_10_10_3,thermal sweeping sensor Atmel,300x480,512,2,31,72,105,105,125
262,_home_Analise_digitais_2004_DB2_75_75_7,optical sensor Digital Persona,328x364,500,2,31,31,52,52,53
263,_home_Analise_digitais_2004_DB2_109_109_3,optical sensor Digital Persona,328x364,500,1,58,34,65,65,66
264,_home_Analise_digitais_2004_DB1_35_35_2,optical sensor CrossMatch,640x480,500,2,30,17,25,25,19
265,_home_Analise_digitais_2004_DB2_18_18_5,optical sensor Digital Persona,328x364,500,2,39,25,44,44,63
266,_home_Analise_digitais_2004_DB1_51_51_5,optical sensor CrossMatch,640x480,500,1,51,39,64,64,60
267,_home_Analise_digitais_2004_DB1_55_55_2,optical sensor CrossMatch,640x480,500,1,55,57,82,82,73
268,_home_Analise_digitais_2004_DB2_20_20_7,optical sensor Digital Persona,328x364,500,3,27,26,41,41,38
269,_home_Analise_digitais_2004_DB4_110_110_4,synthetic fingerprint generation,288x384,500,2,43,30,39,39,38
270,_home_Analise_digitais_2004_DB4_52_52_5,synthetic fingerprint generation,288x384,500,2,39,36,49,49,54
271,_home_Analise_digitais_2004_DB3_7_7_8,thermal sweeping sensor Atmel,300x480,512,1,47,53,105,105,68
272,_home_Analise_digitais_2004_DB3_67_67_7,thermal sweeping sensor Atmel,300x480,512,1,52,34,62,62,53
273,_home_Analise_digitais_2004_DB4_110_110_8,synthetic fingerprint generation,288x384,500,2,27,33,38,38,46
274,_home_Analise_digitais_2004_DB1_54_54_1,optical sensor CrossMatch,640x480,500,1,52,36,50,50,50
275,_home_Analise_digitais_2004_DB2_67_67_5,optical sensor Digital Persona,328x364,500,2,54,29,60,60,54
276,_home_Analise_digitais_2004_DB1_30_30_4,optical sensor CrossMatch,640x480,500,1,53,53,60,60,79
277,_home_Analise_digitais_2004_DB1_6_6_2,optical sensor CrossMatch,640x480,500,1,61,56,65,65,69
278,_home_Analise_digitais_2004_DB4_41_41_3,synthetic fingerprint generation,288x384,500,3,12,14,17,17,19
279,_home_Analise_digitais_2004_DB4_48_48_4,synthetic fingerprint generation,288x384,500,2,30,13,24,24,25
280,_home_Analise_digitais_2004_DB4_41_41_1,synthetic fingerprint generation,288x384,500,3,22,28,36,36,35
281,_home_Analise_digitais_2004_DB4_50_50_8,synthetic fingerprint generation,288x384,500,2,56,23,34,34,29
282,_home_Analise_digitais_2004_DB1_13_13_4,optical sensor CrossMatch,640x480,500,2,48,23,59,59,49
283,_home_Analise_digitais_2004_DB3_66_66_7,thermal sweeping sensor Atmel,300x480,512,1,36,65,100,100,109
284,_home_Analise_digitais_2004_DB4_38_38_8,synthetic fingerprint generation,288x384,500,1,36,35,52,52,54
285,_home_Analise_digitais_2004_DB3_60_60_3,thermal sweeping sensor Atmel,300x480,512,2,46,75,102,102,144
286,_home_Analise_digitais_2004_DB1_63_63_2,optical sensor CrossMatch,640x480,500,3,8,12,19,19,22
287,_home_Analise_digitais_2004_DB3_96_96_6,thermal sweeping sensor Atmel,300x480,512,2,36,57,113,113,117
288,_home_Analise_digitais_2004_DB3_55_55_6,thermal sweeping sensor Atmel,300x480,512,1,54,36,59,59,44
289,_home_Analise_digitais_2004_DB4_55_55_3,synthetic fingerprint generation,288x384,500,2,26,33,44,44,42
290,_home_Analise_digitais_2004_DB2_99_99_3,optical sensor Digital Persona,328x364,500,5,5,114,132,132,0
291,_home_Analise_digitais_2004_DB4_110_110_3,synthetic fingerprint generation,288x384,500,2,35,31,44,44,47
292,_home_Analise_digitais_2004_DB1_57_57_8,optical sensor CrossMatch,640x480,500,3,43,44,61,61,73
293,_home_Analise_digitais_2004_DB2_43_43_6,optical sensor Digital Persona,328x364,500,1,41,45,64,64,61
294,_home_Analise_digitais_2004_DB2_90_90_7,optical sensor Digital Persona,328x364,500,2,38,47,81,81,105
295,_home_Analise_digitais_2004_DB2_43_43_8,optical sensor Digital Persona,328x364,500,2,48,37,59,59,52
296,_home_Analise_digitais_2004_DB2_48_48_2,optical sensor Digital Persona,328x364,500,3,11,25,43,43,43
297,_home_Analise_digitais_2004_DB4_60_60_4,synthetic fingerprint generation,288x384,500,2,16,28,50,50,43
298,_home_Analise_digitais_2004_DB3_71_71_8,thermal sweeping sensor Atmel,300x480,512,5,23,57,53,53,113
299,_home_Analise_digitais_2004_DB4_34_34_5,synthetic fingerprint generation,288x384,500,1,35,39,58,58,45
300,_home_Analise_digitais_2004_DB3_90_90_1,thermal sweeping sensor Atmel,300x480,512,1,45,64,101,101,80
301,_home_Analise_digitais_2004_DB4_98_98_2,synthetic fingerprint generation,288x384,500,1,37,34,52,52,57
302,_home_Analise_digitais_2004_DB3_55_55_5,thermal sweeping sensor Atmel,300x480,512,1,47,36,52,52,45
303,_home_Analise_digitais_2004_DB3_61_61_4,thermal sweeping sensor Atmel,300x480,512,1,65,59,94,94,100
304,_home_Analise_digitais_2004_DB4_36_36_6,synthetic fingerprint generation,288x384,500,2,48,28,43,43,50
305,_home_Analise_digitais_2004_DB4_51_51_1,synthetic fingerprint generation,288x384,500,3,31,46,55,55,72
306,_home_Analise_digitais_2004_DB3_15_15_5,thermal sweeping sensor Atmel,300x480,512,1,47,70,110,110,124
307,_home_Analise_digitais_2004_DB1_24_24_7,optical sensor CrossMatch,640x480,500,1,39,50,59,59,71
308,_home_Analise_digitais_2004_DB4_65_65_1,synthetic fingerprint generation,288x384,500,3,27,25,55,55,37
309,_home_Analise_digitais_2004_DB4_10_10_4,synthetic fingerprint generation,288x384,500,2,27,34,43,43,53
310,_home_Analise_digitais_2004_DB2_31_31_2,optical sensor Digital Persona,328x364,500,3,1,31,39,39,27
311,_home_Analise_digitais_2004_DB4_23_23_6,synthetic fingerprint generation,288x384,500,2,24,24,37,37,29
312,_home_Analise_digitais_2004_DB3_69_69_6,thermal sweeping sensor Atmel,300x480,512,1,39,67,121,121,138
313,_home_Analise_digitais_2004_DB1_110_110_7,optical sensor CrossMatch,640x480,500,3,8,52,57,57,98
314,_home_Analise_digitais_2004_DB4_91_91_3,synthetic fingerprint generation,288x384,500,2,39,21,51,51,47
315,_home_Analise_digitais_2004_DB2_52_52_1,optical sensor Digital Persona,328x364,500,3,23,33,47,47,63
316,_home_Analise_digitais_2004_DB1_105_105_5,optical sensor CrossMatch,640x480,500,2,54,31,58,58,83
317,_home_Analise_digitais_2004_DB3_5_5_1,thermal sweeping sensor Atmel,300x480,512,2,47,33,70,70,59
318,_home_Analise_digitais_2004_DB2_72_72_6,optical sensor Digital Persona,328x364,500,1,58,30,65,65,45
319,_home_Analise_digitais_2004_DB2_56_56_5,optical sensor Digital Persona,328x364,500,3,13,34,59,59,61
320,_home_Analise_digitais_2004_DB3_38_38_5,thermal sweeping sensor Atmel,300x480,512,1,54,57,102,102,101
321,_home_Analise_digitais_2004_DB1_75_75_2,optical sensor CrossMatch,640x480,500,1,26,19,41,41,35
322,_home_Analise_digitais_2004_DB4_75_75_3,synthetic fingerprint generation,288x384,500,3,34,28,22,22,72
323,_home_Analise_digitais_2004_DB1_44_44_3,optical sensor CrossMatch,640x480,500,1,52,57,97,97,94
324,_home_Analise_digitais_2004_DB1_30_30_5,optical sensor CrossMatch,640x480,500,1,46,36,52,52,49
325,_home_Analise_digitais_2004_DB4_46_46_3,synthetic fingerprint generation,288x384,500,2,24,27,54,54,64
326,_home_Analise_digitais_2004_DB4_67_67_7,synthetic fingerprint generation,288x384,500,1,32,40,70,70,67
327,_home_Analise_digitais_2004_DB3_95_95_8,thermal sweeping sensor Atmel,300x480,512,3,26,51,108,108,127
328,_home_Analise_digitais_2004_DB3_109_109_3,thermal sweeping sensor Atmel,300x480,512,1,43,69,97,97,104
329,_home_Analise_digitais_2004_DB4_82_82_8,synthetic fingerprint generation,288x384,500,1,48,43,52,52,47
330,_home_Analise_digitais_2004_DB1_21_21_6,optical sensor CrossMatch,640x480,500,1,46,34,69,69,50
331,_home_Analise_digitais_2004_DB2_52_52_5,optical sensor Digital Persona,328x364,500,3,19,34,60,60,48
332,_home_Analise_digitais_2004_DB2_78_78_6,optical sensor Digital Persona,328x364,500,2,36,28,45,45,34
333,_home_Analise_digitais_2004_DB3_6_6_6,thermal sweeping sensor Atmel,300x480,512,1,57,41,89,89,91
334,_home_Analise_digitais_2004_DB3_26_26_3,thermal sweeping sensor Atmel,300x480,512,1,50,72,102,102,106
335,_home_Analise_digitais_2004_DB3_47_47_1,thermal sweeping sensor Atmel,300x480,512,1,46,45,96,96,81
336,_home_Analise_digitais_2004_DB4_108_108_1,synthetic fingerprint generation,288x384,500,1,26,34,49,49,56
337,_home_Analise_digitais_2004_DB1_56_56_2,optical sensor CrossMatch,640x480,500,1,24,21,39,39,30
338,_home_Analise_digitais_2004_DB3_108_108_5,thermal sweeping sensor Atmel,300x480,512,3,24,36,64,64,93
339,_home_Analise_digitais_2004_DB3_66_66_1,thermal sweeping sensor Atmel,300x480,512,1,48,47,63,63,54
340,_home_Analise_digitais_2004_DB4_17_17_3,synthetic fingerprint generation,288x384,500,1,28,50,79,79,75
341,_home_Analise_digitais_2004_DB3_53_53_6,thermal sweeping sensor Atmel,300x480,512,2,49,33,66,66,37
342,_home_Analise_digitais_2004_DB1_91_91_5,optical sensor CrossMatch,640x480,500,2,40,19,37,37,30
343,_home_Analise_digitais_2004_DB4_44_44_5,synthetic fingerprint generation,288x384,500,2,40,16,29,29,25
344,_home_Analise_digitais_2004_DB1_27_27_5,optical sensor CrossMatch,640x480,500,1,53,41,70,70,54
345,_home_Analise_digitais_2004_DB4_107_107_7,synthetic fingerprint generation,288x384,500,2,17,22,28,28,25
346,_home_Analise_digitais_2004_DB2_9_9_5,optical sensor Digital Persona,328x364,500,3,37,21,30,30,29
347,_home_Analise_digitais_2004_DB1_78_78_8,optical sensor CrossMatch,640x480,500,1,42,47,85,85,95
348,_home_Analise_digitais_2004_DB1_44_44_6,optical sensor CrossMatch,640x480,500,1,54,27,62,62,51
349,_home_Analise_digitais_2004_DB4_48_48_5,synthetic fingerprint generation,288x384,500,2,35,22,31,31,32
350,_home_Analise_digitais_2004_DB1_68_68_2,optical sensor CrossMatch,640x480,500,1,59,61,69,69,76
351,_home_Analise_digitais_2004_DB1_99_99_6,optical sensor CrossMatch,640x480,500,3,18,38,68,68,101
352,_home_Analise_digitais_2004_DB2_58_58_3,optical sensor Digital Persona,328x364,500,2,25,36,61,61,59
353,_home_Analise_digitais_2004_DB1_81_81_5,optical sensor CrossMatch,640x480,500,2,58,37,46,46,40
354,_home_Analise_digitais_2004_DB2_69_69_8,optical sensor Digital Persona,328x364,500,1,41,44,64,64,53
355,_home_Analise_digitais_2004_DB2_29_29_4,optical sensor Digital Persona,328x364,500,3,18,16,24,24,21
356,_home_Analise_digitais_2004_DB2_70_70_2,optical sensor Digital Persona,328x364,500,5,3,14,28,28,17
357,_home_Analise_digitais_2004_DB1_102_102_2,optical sensor CrossMatch,640x480,500,1,49,57,67,67,61
358,_home_Analise_digitais_2004_DB2_69_69_3,optical sensor Digital Persona,328x364,500,2,57,26,48,48,33
359,_home_Analise_digitais_2004_DB2_55_55_4,optical sensor Digital Persona,328x364,500,2,20,31,46,46,36
360,_home_Analise_digitais_2004_DB2_90_90_4,optical sensor Digital Persona,328x364,500,2,24,41,55,55,66
361,_home_Analise_digitais_2004_DB3_36_36_1,thermal sweeping sensor Atmel,300x480,512,3,18,44,67,67,88
362,_home_Analise_digitais_2004_DB4_29_29_7,synthetic fingerprint generation,288x384,500,2,24,25,32,32,44
363,_home_Analise_digitais_2004_DB1_88_88_3,optical sensor CrossMatch,640x480,500,2,54,44,54,54,53
364,_home_Analise_digitais_2004_DB3_37_37_8,thermal sweeping sensor Atmel,300x480,512,2,48,41,80,80,82
365,_home_Analise_digitais_2004_DB2_95_95_7,optical sensor Digital Persona,328x364,500,5,8,22,51,51,22
366,_home_Analise_digitais_2004_DB2_72_72_8,optical sensor Digital Persona,328x364,500,5,8,46,74,74,99
367,_home_Analise_digitais_2004_DB1_1_1_4,optical sensor CrossMatch,640x480,500,1,37,48,68,68,82
368,_home_Analise_digitais_2004_DB2_56_56_4,optical sensor Digital Persona,328x364,500,2,20,29,40,40,38
369,_home_Analise_digitais_2004_DB3_58_58_6,thermal sweeping sensor Atmel,300x480,512,1,55,60,102,102,120
370,_home_Analise_digitais_2004_DB4_94_94_7,synthetic fingerprint generation,288x384,500,2,18,36,57,57,76
371,_home_Analise_digitais_2004_DB4_51_51_8,synthetic fingerprint generation,288x384,500,2,31,28,59,59,95
372,_home_Analise_digitais_2004_DB3_51_51_5,thermal sweeping sensor Atmel,300x480,512,2,56,27,63,63,39
373,_home_Analise_digitais_2004_DB1_12_12_2,optical sensor CrossMatch,640x480,500,1,5,25,43,43,37
374,_home_Analise_digitais_2004_DB2_90_90_2,optical sensor Digital Persona,328x364,500,3,1,46,52,52,88
375,_home_Analise_digitais_2004_DB3_67_67_6,thermal sweeping sensor Atmel,300x480,512,2,51,29,63,63,37
376,_home_Analise_digitais_2004_DB4_40_40_2,synthetic fingerprint generation,288x384,500,1,44,53,60,60,74
377,_home_Analise_digitais_2004_DB4_21_21_5,synthetic fingerprint generation,288x384,500,2,33,23,52,52,49
378,_home_Analise_digitais_2004_DB4_76_76_3,synthetic fingerprint generation,288x384,500,1,36,50,75,75,46
379,_home_Analise_digitais_2004_DB1_43_43_7,optical sensor CrossMatch,640x480,500,1,32,34,58,58,55
380,_home_Analise_digitais_2004_DB1_35_35_1,optical sensor CrossMatch,640x480,500,2,29,16,25,25,25
381,_home_Analise_digitais_2004_DB1_12_12_7,optical sensor CrossMatch,640x480,500,1,38,68,117,117,118
382,_home_Analise_digitais_2004_DB4_34_34_6,synthetic fingerprint generation,288x384,500,2,30,31,54,54,61
383,_home_Analise_digitais_2004_DB1_11_11_8,optical sensor CrossMatch,640x480,500,1,39,42,80,80,78
384,_home_Analise_digitais_2004_DB3_101_101_3,thermal sweeping sensor Atmel,300x480,512,2,39,39,73,73,70
385,_home_Analise_digitais_2004_DB3_103_103_6,thermal sweeping sensor Atmel,300x480,512,2,20,43,80,80,72
386,_home_Analise_digitais_2004_DB4_78_78_7,synthetic fingerprint generation,288x384,500,1,49,32,55,55,59
387,_home_Analise_digitais_2004_DB4_106_106_5,synthetic fingerprint generation,288x384,500,3,6,42,48,48,97
388,_home_Analise_digitais_2004_DB3_86_86_8,thermal sweeping sensor Atmel,300x480,512,2,40,48,104,104,104
389,_home_Analise_digitais_2004_DB3_47_47_7,thermal sweeping sensor Atmel,300x480,512,2,45,26,77,77,35
390,_home_Analise_digitais_2004_DB1_98_98_6,optical sensor CrossMatch,640x480,500,3,21,42,49,49,79
391,_home_Analise_digitais_2004_DB4_23_23_4,synthetic fingerprint generation,288x384,500,3,18,27,42,42,42
392,_home_Analise_digitais_2004_DB4_94_94_3,synthetic fingerprint generation,288x384,500,2,34,30,44,44,43
393,_home_Analise_digitais_2004_DB4_1_1_8,synthetic fingerprint generation,288x384,500,2,35,33,43,43,55
394,_home_Analise_digitais_2004_DB3_47_47_2,thermal sweeping sensor Atmel,300x480,512,2,42,29,65,65,49
395,_home_Analise_digitais_2004_DB4_16_16_4,synthetic fingerprint generation,288x384,500,1,35,41,54,54,44
396,_home_Analise_digitais_2004_DB3_27_27_2,thermal sweeping sensor Atmel,300x480,512,1,54,65,111,111,103
397,_home_Analise_digitais_2004_DB4_54_54_7,synthetic fingerprint generation,288x384,500,2,37,37,57,57,65
398,_home_Analise_digitais_2004_DB4_87_87_6,synthetic fingerprint generation,288x384,500,3,13,32,53,53,72
399,_home_Analise_digitais_2004_DB3_51_51_6,thermal sweeping sensor Atmel,300x480,512,1,46,32,73,73,45
400,_home_Analise_digitais_2004_DB4_18_18_3,synthetic fingerprint generation,288x384,500,1,23,38,62,62,70
401,_home_Analise_digitais_2004_DB3_53_53_1,thermal sweeping sensor Atmel,300x480,512,2,62,32,49,49,37
402,_home_Analise_digitais_2004_DB4_74_74_7,synthetic fingerprint generation,288x384,500,1,34,41,59,59,64
403,_home_Analise_digitais_2004_DB2_86_86_1,optical sensor Digital Persona,328x364,500,2,40,46,53,53,50
404,_home_Analise_digitais_2004_DB1_60_60_7,optical sensor CrossMatch,640x480,500,1,45,39,73,73,57
405,_home_Analise_digitais_2004_DB2_48_48_8,optical sensor Digital Persona,328x364,500,3,9,51,57,57,112
406,_home_Analise_digitais_2004_DB4_16_16_1,synthetic fingerprint generation,288x384,500,1,51,48,62,62,67
407,_home_Analise_digitais_2004_DB3_12_12_6,thermal sweeping sensor Atmel,300x480,512,1,38,97,127,127,167
408,_home_Analise_digitais_2004_DB1_71_71_7,optical sensor CrossMatch,640x480,500,1,38,41,59,59,52
409,_home_Analise_digitais_2004_DB2_85_85_1,optical sensor Digital Persona,328x364,500,3,23,43,57,57,60
410,_home_Analise_digitais_2004_DB1_92_92_1,optical sensor CrossMatch,640x480,500,2,4,9,26,26,14
411,_home_Analise_digitais_2004_DB3_90_90_6,thermal sweeping sensor Atmel,300x480,512,2,23,63,92,92,98
412,_home_Analise_digitais_2004_DB1_69_69_1,optical sensor CrossMatch,640x480,500,1,46,31,55,55,60
413,_home_Analise_digitais_2004_DB1_71_71_3,optical sensor CrossMatch,640x480,500,1,61,52,66,66,65
414,_home_Analise_digitais_2004_DB3_50_50_8,thermal sweeping sensor Atmel,300x480,512,1,42,68,113,113,140
415,_home_Analise_digitais_2004_DB4_62_62_2,synthetic fingerprint generation,288x384,500,3,13,29,35,35,44
416,_home_Analise_digitais_2004_DB4_102_102_3,synthetic fingerprint generation,288x384,500,1,41,46,72,72,61
417,_home_Analise_digitais_2004_DB2_80_80_5,optical sensor Digital Persona,328x364,500,2,37,39,53,53,50
418,_home_Analise_digitais_2004_DB4_57_57_6,synthetic fingerprint generation,288x384,500,2,41,43,46,46,59
419,_home_Analise_digitais_2004_DB3_86_86_6,thermal sweeping sensor Atmel,300x480,512,1,45,55,87,87,89
420,_home_Analise_digitais_2004_DB2_37_37_2,optical sensor Digital Persona,328x364,500,3,17,16,25,25,17
421,_home_Analise_digitais_2004_DB3_98_98_2,thermal sweeping sensor Atmel,300x480,512,1,54,48,105,105,74
422,_home_Analise_digitais_2004_DB1_78_78_3,optical sensor CrossMatch,640x480,500,1,34,38,76,76,79
423,_home_Analise_digitais_2004_DB1_99_99_8,optical sensor CrossMatch,640x480,500,3,15,49,64,64,108
424,_home_Analise_digitais_2004_DB4_19_19_7,synthetic fingerprint generation,288x384,500,1,38,32,53,53,51
425,_home_Analise_digitais_2004_DB1_23_23_5,optical sensor CrossMatch,640x480,500,1,48,56,81,81,79
426,_home_Analise_digitais_2004_DB3_12_12_4,thermal sweeping sensor Atmel,300x480,512,4,20,126,147,147,173
427,_home_Analise_digitais_2004_DB1_1_1_8,optical sensor CrossMatch,640x480,500,3,14,51,79,79,105
428,_home_Analise_digitais_2004_DB1_81_81_6,optical sensor CrossMatch,640x480,500,3,28,29,42,42,38
429,_home_Analise_digitais_2004_DB4_26_26_1,synthetic fingerprint generation,288x384,500,3,9,29,32,32,52
430,_home_Analise_digitais_2004_DB2_54_54_6,optical sensor Digital Persona,328x364,500,3,5,26,48,48,53
431,_home_Analise_digitais_2004_DB4_36_36_7,synthetic fingerprint generation,288x384,500,2,30,33,34,34,39
432,_home_Analise_digitais_2004_DB1_69_69_6,optical sensor CrossMatch,640x480,500,1,57,39,65,65,54
433,_home_Analise_digitais_2004_DB3_46_46_2,thermal sweeping sensor Atmel,300x480,512,1,48,66,107,107,115
434,_home_Analise_digitais_2004_DB1_96_96_4,optical sensor CrossMatch,640x480,500,2,32,70,77,77,124
